firmware,address,current_name,classification,prefix,indicators,suggested_name
cm848,0x0003f0b8,processThermalRecovery,unknown,cm848_,,cm848_processThermalRecovery
cm848,0x0003f154,processThermalProtectionState,unknown,cm848_,,cm848_processThermalProtectionState
cm848,0x0003f218,calculateThermalFuelLimit,unknown,cm848_,,cm848_calculateThermalFuelLimit
cm848,0x0003f2b0,processThermalProtection,unknown,cm848_,,cm848_processThermalProtection
cm848,0x0003f35c,applyThermalFuelLimit,unknown,cm848_,,cm848_applyThermalFuelLimit
cm848,0x0003f38c,initThermalProtectionState,unknown,cm848_,,cm848_initThermalProtectionState
cm848,0x0003f3f0,processEngineLoadData,unknown,cm848_,,cm848_processEngineLoadData
cm848,0x0003f6fc,resetEngineLoadTracker,unknown,cm848_,,cm848_resetEngineLoadTracker
cm848,0x0003f734,processEngineLoadFilters,unknown,cm848_,,cm848_processEngineLoadFilters
cm848,0x0003f9c4,initEngineLoadFilterState,unknown,cm848_,,cm848_initEngineLoadFilterState
cm848,0x0003fa5c,calculateTimerFrequencyConversion,mpc555,mpc555_,ram0030,mpc555_calculateTimerFrequencyConversion
cm848,0x0003fad4,initTpuBConfiguration,mpc555,mpc555_,ram0030,mpc555_initTpuBConfiguration
cm848,0x0003fba4,initEngineLoadProtection,unknown,cm848_,,cm848_initEngineLoadProtection
cm848,0x0003fc24,processEngineLoadCalculation,unknown,cm848_,,cm848_processEngineLoadCalculation
cm848,0x000400b8,processFuelRateConfig,unknown,cm848_,,cm848_processFuelRateConfig
cm848,0x000402d4,dispatchCalibrationBlockHandlers,unknown,cm848_,,cm848_dispatchCalibrationBlockHandlers
cm848,0x000403e4,checkDiagnosticFuelOverride,unknown,cm848_,,cm848_checkDiagnosticFuelOverride
cm848,0x0004043c,processProtectionRampControl,unknown,cm848_,,cm848_processProtectionRampControl
cm848,0x00040828,initFuelFilterCoefficients,unknown,cm848_,,cm848_initFuelFilterCoefficients
cm848,0x00040844,calculateFuelRateFromRpm,unknown,cm848_,,cm848_calculateFuelRateFromRpm
cm848,0x0004091c,calculateProtectionFuelLimit,unknown,cm848_,,cm848_calculateProtectionFuelLimit
cm848,0x00040938,protectionFuelRateStep,unknown,cm848_,,cm848_protectionFuelRateStep
cm848,0x00040978,protectionFuelRateRamp,unknown,cm848_,,cm848_protectionFuelRateRamp
cm848,0x000409b0,processTimingTableLookup,unknown,cm848_,,cm848_processTimingTableLookup
cm848,0x00040d40,initFuelRateFromCapability,unknown,cm848_,,cm848_initFuelRateFromCapability
cm848,0x00040d74,validateFuelRateTarget,unknown,cm848_,,cm848_validateFuelRateTarget
cm848,0x00040dd4,copyProtectionRampValue,unknown,cm848_,,cm848_copyProtectionRampValue
cm848,0x00040de8,processTorqueLimitBounded,unknown,cm848_,,cm848_processTorqueLimitBounded
cm848,0x00040e4c,processGovernorFuelRate,unknown,cm848_,,cm848_processGovernorFuelRate
cm848,0x00040f80,processProtectionRampTimer,unknown,cm848_,,cm848_processProtectionRampTimer
cm848,0x000411b0,calculateProtectionLevelLimit,unknown,cm848_,,cm848_calculateProtectionLevelLimit
cm848,0x00041368,processProtectionSystemBit3,unknown,cm848_,,cm848_processProtectionSystemBit3
cm848,0x00041938,processProtectionSystemBit4,unknown,cm848_,,cm848_processProtectionSystemBit4
cm848,0x00041a10,applyMinimumProtectionLimit,unknown,cm848_,,cm848_applyMinimumProtectionLimit
cm848,0x00041a40,processGovernorErrorState,unknown,cm848_,,cm848_processGovernorErrorState
cm848,0x00041b24,processTemperatureCompensationMode,unknown,cm848_,,cm848_processTemperatureCompensationMode
cm848,0x00041be4,processTemperatureTrim,unknown,cm848_,,cm848_processTemperatureTrim
cm848,0x00041fd4,processFuelEfficiencyTrim,unknown,cm848_,,cm848_processFuelEfficiencyTrim
cm848,0x0004218c,processTimingDispatcher,unknown,cm848_,,cm848_processTimingDispatcher
cm848,0x000421c8,initProtectionEventStates,unknown,cm848_,,cm848_initProtectionEventStates
cm848,0x000422c0,processSpeedControlLimits,unknown,cm848_,,cm848_processSpeedControlLimits
cm848,0x00042438,initEngineSpeedTracking,unknown,cm848_,,cm848_initEngineSpeedTracking
cm848,0x00042488,processSystemStatusLimits,unknown,cm848_,,cm848_processSystemStatusLimits
cm848,0x0004256c,processGovernorSpeedSetpoint,unknown,cm848_,,cm848_processGovernorSpeedSetpoint
cm848,0x0004271c,enableProtectionRateLimit,unknown,cm848_,,cm848_enableProtectionRateLimit
cm848,0x0004272c,applyProtectionControlLimit,unknown,cm848_,,cm848_applyProtectionControlLimit
cm848,0x00042770,setProtectionControlValue,unknown,cm848_,,cm848_setProtectionControlValue
cm848,0x00042784,copyProtectionAccumulator,unknown,cm848_,,cm848_copyProtectionAccumulator
cm848,0x0004279c,applyProtectionTorqueLimit,unknown,cm848_,,cm848_applyProtectionTorqueLimit
cm848,0x000427cc,applySpeedControlProtectionLimit,unknown,cm848_,,cm848_applySpeedControlProtectionLimit
cm848,0x0004280c,processProtectionLimits,unknown,cm848_,,cm848_processProtectionLimits
cm848,0x0004285c,initProtectionTorqueLimit,unknown,cm848_,,cm848_initProtectionTorqueLimit
cm848,0x00042894,setEngineOperatingMode1,unknown,cm848_,,cm848_setEngineOperatingMode1
cm848,0x000428d4,setEngineOperatingMode5,unknown,cm848_,,cm848_setEngineOperatingMode5
cm848,0x00042918,resetEngineOperatingMode,unknown,cm848_,,cm848_resetEngineOperatingMode
cm848,0x00042978,dispatchModeHandlers,unknown,cm848_,,cm848_dispatchModeHandlers
cm848,0x000429a0,initProtectionParameter1,unknown,cm848_,,cm848_initProtectionParameter1
cm848,0x00042a2c,processProtectionParameter1,unknown,cm848_,,cm848_processProtectionParameter1
cm848,0x00042ab8,initProtectionParameter2,unknown,cm848_,,cm848_initProtectionParameter2
cm848,0x00042b44,processProtectionParameter2,unknown,cm848_,,cm848_processProtectionParameter2
cm848,0x00042bd0,hpcr_cbdFillAccelerationBuffers,hpcr,hpcr_,cbd_+hpcr,hpcr_cbdFillAccelerationBuffers
cm848,0x00042cfc,processLoadThrottle,hpcr,hpcr_,cbd_,hpcr_processLoadThrottle
cm848,0x00042d78,hpcr_cbdCalculateCylinderTrims,hpcr,hpcr_,cbd_+hpcr,hpcr_cbdCalculateCylinderTrims
cm848,0x00043a5c,hpcr_cbdInitFilterState,hpcr,hpcr_,cbd_+hpcr,hpcr_cbdInitFilterState
cm848,0x00043ac0,processTimingCalibration,hpcr,hpcr_,cbd_,hpcr_processTimingCalibration
cm848,0x00043d68,clearTimingCalibrationData,hpcr,hpcr_,cbd_,hpcr_clearTimingCalibrationData
cm848,0x00043ddc,resetEngineTimingAccumulators,mpc555,mpc555_,ram0030,mpc555_resetEngineTimingAccumulators
cm848,0x00044374,updateSensorDiagnosticFlags,mpc555,mpc555_,ram0030,mpc555_updateSensorDiagnosticFlags
cm848,0x00044aa4,setEngineRunState3,unknown,cm848_,,cm848_setEngineRunState3
cm848,0x00044ae0,evaluateProtectionThresholds,mpc555,mpc555_,ram0030,mpc555_evaluateProtectionThresholds
cm848,0x00044b54,initEngineCrankSequence,mpc555,mpc555_,ram0030,mpc555_initEngineCrankSequence
cm848,0x00044bf4,processProtectionConditions,mpc555,mpc555_,ram0030,mpc555_processProtectionConditions
cm848,0x00044cc8,setEngineCrankState1,unknown,cm848_,,cm848_setEngineCrankState1
cm848,0x00044d20,setEngineRunState1,unknown,cm848_,,cm848_setEngineRunState1
cm848,0x00044d70,engineRunState4Handler,unknown,cm848_,,cm848_engineRunState4Handler
cm848,0x00044dd0,engineRunState3Handler,unknown,cm848_,,cm848_engineRunState3Handler
cm848,0x00044e3c,engineRunState4Conditional,unknown,cm848_,,cm848_engineRunState4Conditional
cm848,0x00044eac,engineRunState4Handler2,unknown,cm848_,,cm848_engineRunState4Handler2
cm848,0x00044f0c,protectionOverrideEvaluator,unknown,cm848_,,cm848_protectionOverrideEvaluator
cm848,0x00044fa8,processEngineSyncPulses,hpcr,hpcr_,hpcr,hpcr_processEngineSyncPulses
cm848,0x00045478,updateEngineRunState,mpc555,mpc555_,ram0030,mpc555_updateEngineRunState
cm848,0x000457d0,updateEngineCrankState,mpc555,mpc555_,ram0030,mpc555_updateEngineCrankState
cm848,0x00045ecc,calculateFuelDemandWithConditions,unknown,cm848_,,cm848_calculateFuelDemandWithConditions
cm848,0x0004665c,initRpmSetpointFilters,unknown,cm848_,,cm848_initRpmSetpointFilters
cm848,0x000466a8,calculateGovernorOutput,unknown,cm848_,,cm848_calculateGovernorOutput
cm848,0x00046cf8,initFuelFilterStates,mpc555,mpc555_,ram003f,mpc555_initFuelFilterStates
cm848,0x00046dc8,updateEngineStatusWord,mpc555,mpc555_,ram0030,mpc555_updateEngineStatusWord
cm848,0x00046f64,clearTimingAccumulators,unknown,cm848_,,cm848_clearTimingAccumulators
cm848,0x00046f7c,calculateTimingWithTables,unknown,cm848_,,cm848_calculateTimingWithTables
cm848,0x00046fb4,interpolateFuelTableValue,unknown,cm848_,,cm848_interpolateFuelTableValue
cm848,0x00047140,calculateEngineTimingInterpolation,unknown,cm848_,,cm848_calculateEngineTimingInterpolation
cm848,0x00047178,processDualAxisLookup,unknown,cm848_,,cm848_processDualAxisLookup
cm848,0x00047394,calculateEngineFaultTiming,unknown,cm848_,,cm848_calculateEngineFaultTiming
cm848,0x000473cc,validateSyncCount,unknown,cm848_,,cm848_validateSyncCount
cm848,0x000476d4,checkEngineSyncPulse,unknown,cm848_,,cm848_checkEngineSyncPulse
cm848,0x00047784,clearTimingDataAndFilters,mpc555,mpc555_,ram003f,mpc555_clearTimingDataAndFilters
cm848,0x00047838,protectionRecoveryHandler,unknown,cm848_,,cm848_protectionRecoveryHandler
cm848,0x00047978,protectionModeSelector,unknown,cm848_,,cm848_protectionModeSelector
cm848,0x00047a88,protectionStateHandler,unknown,cm848_,,cm848_protectionStateHandler
cm848,0x00047bd0,calculateEngineTimingOffset,unknown,cm848_,,cm848_calculateEngineTimingOffset
cm848,0x00048fd8,advanceSyncPointer,unknown,cm848_,,cm848_advanceSyncPointer
cm848,0x00049004,resetEngineSyncState,unknown,cm848_,,cm848_resetEngineSyncState
cm848,0x0004922c,filterEngineSensorValue,unknown,cm848_,,cm848_filterEngineSensorValue
cm848,0x00049264,processEnginePositionDiagnostics,unknown,cm848_,,cm848_processEnginePositionDiagnostics
cm848,0x00049a54,updateEngineDiagnosticCounters,unknown,cm848_,,cm848_updateEngineDiagnosticCounters
cm848,0x00049df0,protectionInputValidator,unknown,cm848_,,cm848_protectionInputValidator
cm848,0x00049edc,protectionSensorFaultHandler,unknown,cm848_,,cm848_protectionSensorFaultHandler
cm848,0x0004a114,checkProtectionFaultConditions,unknown,cm848_,,cm848_checkProtectionFaultConditions
cm848,0x0004a258,initEngineDiagnosticData,unknown,cm848_,,cm848_initEngineDiagnosticData
cm848,0x0004a2f8,calculateTpuTimingPeriod,mpc555,mpc555_,ram0030,mpc555_calculateTpuTimingPeriod
cm848,0x0004a37c,initTpuTimingInterrupts,mpc555,mpc555_,ram0030,mpc555_initTpuTimingInterrupts
cm848,0x0004a490,processEnginePositionData,unknown,cm848_,,cm848_processEnginePositionData
cm848,0x0004a4c8,processCommunicationDiagnostic,unknown,cm848_,,cm848_processCommunicationDiagnostic
cm848,0x0004a748,updateEnginePositionErrors,unknown,cm848_,,cm848_updateEnginePositionErrors
cm848,0x0004a7ac,filterEnginePositionDelta,unknown,cm848_,,cm848_filterEnginePositionDelta
cm848,0x0004a858,initEnginePositionState,unknown,cm848_,,cm848_initEnginePositionState
cm848,0x0004a8cc,updateEnginePosition,unknown,cm848_,,cm848_updateEnginePosition
cm848,0x0004a968,updateProtectionBitFlags,unknown,cm848_,,cm848_updateProtectionBitFlags
cm848,0x0004aaac,protectionFaultEvaluator,unknown,cm848_,,cm848_protectionFaultEvaluator
cm848,0x0004ac3c,evaluateProtectionSyncFaults,mpc555,mpc555_,ram0030,mpc555_evaluateProtectionSyncFaults
cm848,0x0004ac74,evaluateProtectionSyncStateConditional,unknown,cm848_,,cm848_evaluateProtectionSyncStateConditional
cm848,0x0004ad8c,initTimingFilterStates,unknown,cm848_,,cm848_initTimingFilterStates
cm848,0x0004ae20,calculateEngineTimingData,unknown,cm848_,,cm848_calculateEngineTimingData
cm848,0x0004b5b8,updateEngineStatusFlags,unknown,cm848_,,cm848_updateEngineStatusFlags
cm848,0x0004b6cc,calculateFuel2DTableLookup,unknown,cm848_,,cm848_calculateFuel2DTableLookup
cm848,0x0004b9ac,applyProtectionLimit,unknown,cm848_,,cm848_applyProtectionLimit
cm848,0x0004ba48,processMemoryScanValidation,unknown,cm848_,,cm848_processMemoryScanValidation
cm848,0x0004ba80,evaluateConditionDescriptor,unknown,cm848_,,cm848_evaluateConditionDescriptor
cm848,0x0004bd00,copyRomToRamBuffer,unknown,cm848_,,cm848_copyRomToRamBuffer
cm848,0x0004bd3c,protectionEnableCheck,unknown,cm848_,,cm848_protectionEnableCheck
cm848,0x0004bd5c,protectionConditionMonitor,unknown,cm848_,,cm848_protectionConditionMonitor
cm848,0x0004bd74,initOutputChannels,unknown,cm848_,,cm848_initOutputChannels
cm848,0x0004be4c,sensorCalibrationCheck,unknown,cm848_,,cm848_sensorCalibrationCheck
cm848,0x0004bf90,validateMemoryBlockChecksum,unknown,cm848_,,cm848_validateMemoryBlockChecksum
cm848,0x0004bfc8,validateEepromAddress,unknown,cm848_,,cm848_validateEepromAddress
cm848,0x0004c070,updateProtectionTimers,unknown,cm848_,,cm848_updateProtectionTimers
cm848,0x0004c0a8,enqueueToCircularBuffer,unknown,cm848_,,cm848_enqueueToCircularBuffer
cm848,0x0004c188,protectionConfigSelector,unknown,cm848_,,cm848_protectionConfigSelector
cm848,0x0004c2d4,protectionLimitCalculator,unknown,cm848_,,cm848_protectionLimitCalculator
cm848,0x0004c69c,initProtectionLimitVariables,unknown,cm848_,,cm848_initProtectionLimitVariables
cm848,0x0004c6d4,initProtectionLimitStateVariant,unknown,cm848_,,cm848_initProtectionLimitStateVariant
cm848,0x0004c734,j1939ProtectionConfigResponse,unknown,cm848_,,cm848_j1939ProtectionConfigResponse
cm848,0x0004c7ec,j1939ProtectionDataResponse,unknown,cm848_,,cm848_j1939ProtectionDataResponse
cm848,0x0004c8d8,validateSensorData,unknown,cm848_,,cm848_validateSensorData
cm848,0x0004cb64,initSensorValidationSystem,unknown,cm848_,,cm848_initSensorValidationSystem
cm848,0x0004cb6c,configureOutputChannels,unknown,cm848_,,cm848_configureOutputChannels
cm848,0x0004cb84,configureOutputChannelsStateParam,unknown,cm848_,,cm848_configureOutputChannelsStateParam
cm848,0x0004cb90,configureOutputChannelsAltState,unknown,cm848_,,cm848_configureOutputChannelsAltState
cm848,0x0004cd50,getProtectionSyncState,unknown,cm848_,,cm848_getProtectionSyncState
cm848,0x0004ce78,initSensorRetryCounters,unknown,cm848_,,cm848_initSensorRetryCounters
cm848,0x0004ce9c,miosChannel11Enable,unknown,cm848_,,cm848_miosChannel11Enable
cm848,0x0004cec4,miosChannel11ReadStatus,unknown,cm848_,,cm848_miosChannel11ReadStatus
cm848,0x0004cef0,miosChannel11SetPwm,unknown,cm848_,,cm848_miosChannel11SetPwm
cm848,0x0004cf1c,miosChannel12Enable,unknown,cm848_,,cm848_miosChannel12Enable
cm848,0x0004cf44,miosChannel12ReadStatus,unknown,cm848_,,cm848_miosChannel12ReadStatus
cm848,0x0004cf70,miosChannel12SetPwm,unknown,cm848_,,cm848_miosChannel12SetPwm
cm848,0x0004cf9c,miosChannel13Enable,unknown,cm848_,,cm848_miosChannel13Enable
cm848,0x0004cfc4,miosChannel13ReadStatus,unknown,cm848_,,cm848_miosChannel13ReadStatus
cm848,0x0004cff0,miosChannel13SetPwm,unknown,cm848_,,cm848_miosChannel13SetPwm
cm848,0x0004d01c,miosChannel14Enable,unknown,cm848_,,cm848_miosChannel14Enable
cm848,0x0004d044,miosChannel14ReadStatus,unknown,cm848_,,cm848_miosChannel14ReadStatus
cm848,0x0004d070,miosChannel14SetPwm,unknown,cm848_,,cm848_miosChannel14SetPwm
cm848,0x0004d09c,miosChannel15Enable,unknown,cm848_,,cm848_miosChannel15Enable
cm848,0x0004d0c4,miosChannel15ReadStatus,unknown,cm848_,,cm848_miosChannel15ReadStatus
cm848,0x0004d0f0,miosChannel15SetPwm,unknown,cm848_,,cm848_miosChannel15SetPwm
cm848,0x0004d11c,miosChannel27Enable,unknown,cm848_,,cm848_miosChannel27Enable
cm848,0x0004d144,miosChannel27ReadStatus,unknown,cm848_,,cm848_miosChannel27ReadStatus
cm848,0x0004d170,miosChannel27SetPwm,unknown,cm848_,,cm848_miosChannel27SetPwm
cm848,0x0004d19c,miosChannel28Enable,unknown,cm848_,,cm848_miosChannel28Enable
cm848,0x0004d1c4,miosChannel28ReadStatus,unknown,cm848_,,cm848_miosChannel28ReadStatus
cm848,0x0004d1f0,miosChannel28SetPwm,unknown,cm848_,,cm848_miosChannel28SetPwm
cm848,0x0004d21c,miosChannel29Enable,unknown,cm848_,,cm848_miosChannel29Enable
cm848,0x0004d244,miosChannel29ReadStatus,unknown,cm848_,,cm848_miosChannel29ReadStatus
cm848,0x0004d270,miosChannel29SetPwm,unknown,cm848_,,cm848_miosChannel29SetPwm
cm848,0x0004d29c,miosChannel30Enable,unknown,cm848_,,cm848_miosChannel30Enable
cm848,0x0004d2c4,miosChannel30ReadStatus,unknown,cm848_,,cm848_miosChannel30ReadStatus
cm848,0x0004d2f0,miosChannel30SetPwm,unknown,cm848_,,cm848_miosChannel30SetPwm
cm848,0x0004d31c,miosChannel31Enable,unknown,cm848_,,cm848_miosChannel31Enable
cm848,0x0004d344,miosChannel31ReadStatus,unknown,cm848_,,cm848_miosChannel31ReadStatus
cm848,0x0004d370,miosChannel31SetPwm,unknown,cm848_,,cm848_miosChannel31SetPwm
cm848,0x0004d39c,miosTimer0InitPeriod,unknown,cm848_,,cm848_miosTimer0InitPeriod
cm848,0x0004d3c4,miosTimer0ScaleByPercent,unknown,cm848_,,cm848_miosTimer0ScaleByPercent
cm848,0x0004d3f0,miosTimer0SetValue,unknown,cm848_,,cm848_miosTimer0SetValue
cm848,0x0004d41c,miosTimer1InitPeriod,unknown,cm848_,,cm848_miosTimer1InitPeriod
cm848,0x0004d444,miosTimer1ScaleByPercent,unknown,cm848_,,cm848_miosTimer1ScaleByPercent
cm848,0x0004d470,miosTimer1SetValue,unknown,cm848_,,cm848_miosTimer1SetValue
cm848,0x0004d49c,miosTimer2InitPeriod,unknown,cm848_,,cm848_miosTimer2InitPeriod
cm848,0x0004d4c4,miosTimer2ScaleByPercent,unknown,cm848_,,cm848_miosTimer2ScaleByPercent
cm848,0x0004d4f0,miosTimer2SetValue,unknown,cm848_,,cm848_miosTimer2SetValue
cm848,0x0004d51c,miosTimer3InitPeriod,unknown,cm848_,,cm848_miosTimer3InitPeriod
cm848,0x0004d544,miosTimer3ScaleByPercent,unknown,cm848_,,cm848_miosTimer3ScaleByPercent
cm848,0x0004d570,miosTimer3SetValue,unknown,cm848_,,cm848_miosTimer3SetValue
cm848,0x0004d59c,miosTimer16InitPeriod,unknown,cm848_,,cm848_miosTimer16InitPeriod
cm848,0x0004d5c4,miosTimer16ScaleByPercent,unknown,cm848_,,cm848_miosTimer16ScaleByPercent
cm848,0x0004d5d4,miosTimer16ScaleOutput,unknown,cm848_,,cm848_miosTimer16ScaleOutput
cm848,0x0004d5f0,miosTimer16SetValue,unknown,cm848_,,cm848_miosTimer16SetValue
cm848,0x0004d5fc,miosTimer16SetOutput,unknown,cm848_,,cm848_miosTimer16SetOutput
cm848,0x0004d61c,miosTimer17InitPeriod,unknown,cm848_,,cm848_miosTimer17InitPeriod
cm848,0x0004d628,miosTimer17InitPeriodAlt,unknown,cm848_,,cm848_miosTimer17InitPeriodAlt
cm848,0x0004d644,miosTimer17ScaleByPercent,unknown,cm848_,,cm848_miosTimer17ScaleByPercent
cm848,0x0004d654,miosTimer17ScaleDefault,unknown,cm848_,,cm848_miosTimer17ScaleDefault
cm848,0x0004d670,miosTimer17SetValue,unknown,cm848_,,cm848_miosTimer17SetValue
cm848,0x0004d67c,miosTimer17SetValueAlt,unknown,cm848_,,cm848_miosTimer17SetValueAlt
cm848,0x0004d69c,miosTimer18InitPeriod,unknown,cm848_,,cm848_miosTimer18InitPeriod
cm848,0x0004d6a8,miosTimer18InitPeriodAlt,unknown,cm848_,,cm848_miosTimer18InitPeriodAlt
cm848,0x0004d6c4,miosTimer18ScaleByPercent,unknown,cm848_,,cm848_miosTimer18ScaleByPercent
cm848,0x0004d6d4,miosTimer18ScaleDefault,unknown,cm848_,,cm848_miosTimer18ScaleDefault
cm848,0x0004d6f0,miosTimer18SetValue,unknown,cm848_,,cm848_miosTimer18SetValue
cm848,0x0004d6fc,miosTimer18SetValueAlt,unknown,cm848_,,cm848_miosTimer18SetValueAlt
cm848,0x0004d71c,miosTimer19InitPeriod,unknown,cm848_,,cm848_miosTimer19InitPeriod
cm848,0x0004d728,miosTimer19InitPeriodAlt,unknown,cm848_,,cm848_miosTimer19InitPeriodAlt
cm848,0x0004d744,miosTimer19ScaleByPercent,unknown,cm848_,,cm848_miosTimer19ScaleByPercent
cm848,0x0004d754,miosTimer19ScaleDefault,unknown,cm848_,,cm848_miosTimer19ScaleDefault
cm848,0x0004d770,miosTimer19SetValue,unknown,cm848_,,cm848_miosTimer19SetValue
